name,version,publisher,install_date,install_location,uninstall_string,registry_root,registry_view,registry_path
SQL Server 2025 Database Engine Services,17.0.1000.7,Microsoft Corporation,2026-02-18,,MsiExec.exe /I{3BF8EF9B-22CD-4F71-AEBD-DA30B40DD1FF},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{3BF8EF9B-22CD-4F71-AEBD-DA30B40DD1FF}
vs_communityx64msi,18.3.11407,Microsoft Corporation,2026-02-19,,MsiExec.exe /I{3C08716A-6300-42BE-8099-A51A59E9AECD},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{3C08716A-6300-42BE-8099-A51A59E9AECD}
Microsoft Command Line Utilities 15 for SQL Server,15.0.1300.359,Microsoft Corporation,2026-02-23,,MsiExec.exe /I{41C0DB18-1790-465E-B0DD-D9CAA35CACBE},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{41C0DB18-1790-465E-B0DD-D9CAA35CACBE}
Microsoft.NET.Workload.Mono.Toolchain.Current.Manifest (x64),72.0.52183,Microsoft Corporation,2026-05-17,,MsiExec.exe /X{42892BBF-0A1B-49B0-9D93-300314DD80A9},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{42892BBF-0A1B-49B0-9D93-300314DD80A9}
Microsoft .NET Targeting Pack - 9.0.16 (x64),72.64.52183,Microsoft Corporation,2026-05-17,,MsiExec.exe /X{458A7093-5F71-4EC1-984D-918EA21DE89A},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{458A7093-5F71-4EC1-984D-918EA21DE89A}
Python 3.14.2 Executables (64-bit),3.14.2150.0,Python Software Foundation,2026-01-31,,MsiExec.exe /I{4827DB7C-EA57-4B8F-B5E8-80F2B368003D},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{4827DB7C-EA57-4B8F-B5E8-80F2B368003D}
Python 3.14.2 Add to Path (64-bit),3.14.2150.0,Python Software Foundation,2026-01-31,,MsiExec.exe /I{4B91344F-511C-4064-90AC-D3A106A6A19F},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{4B91344F-511C-4064-90AC-D3A106A6A19F}
DiagnosticsHub_CollectionService,18.3.36721,Microsoft Corporation,2026-02-18,,MsiExec.exe /I{4F2334FF-8261-4A1A-AC5C-D3CEADE1738C},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{4F2334FF-8261-4A1A-AC5C-D3CEADE1738C}
VMware Workstation,25.0.1,"VMware, Inc.",2026-07-04,,,HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{572A0073-40AE-4866-8138-AE60C3D90EF3}
Microsoft Visual C++ 2022 X64 Minimum Runtime - 14.51.36231,14.51.36231,Microsoft Corporation,2026-07-25,,MsiExec.exe /I{5937353B-6E8B-4A29-806F-366A8748E276},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{5937353B-6E8B-4A29-806F-366A8748E276}
vs_devenx64vmsi,17.14.36015,Microsoft Corporation,2025-10-04,,MsiExec.exe /I{5B7C4B06-7F22-461E-AABE-29E7719CB225},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{5B7C4B06-7F22-461E-AABE-29E7719CB225}
Microsoft System CLR Types for SQL Server 2019,15.0.2000.5,Microsoft Corporation,2025-10-04,,MsiExec.exe /I{5BC7E9EB-13E8-45DB-8A60-F2481FEB4595},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{5BC7E9EB-13E8-45DB-8A60-F2481FEB4595}
vs_Graphics_Singletonx64,17.14.36015,Microsoft Corporation,2025-10-04,,MsiExec.exe /I{5C6E65EA-152C-472E-8538-D4D04F64B2B1},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{5C6E65EA-152C-472E-8538-D4D04F64B2B1}
Microsoft.NET.Workload.Emscripten.net8.Manifest (x64),72.56.52051,Microsoft Corporation,2026-05-17,,MsiExec.exe /X{5D6FA998-7E06-4109-BC2A-9BCB9FBD5C80},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{5D6FA998-7E06-4109-BC2A-9BCB9FBD5C80}
Application Verifier x64 External Package (OnecoreUAP),10.1.26100.7705,Microsoft,2026-05-17,,MsiExec.exe /I{601DDF69-FCF4-F568-946A-C17046C946E4},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{601DDF69-FCF4-F568-946A-C17046C946E4}
Microsoft ODBC Driver 18 for SQL Server,18.6.1.1,Microsoft Corporation,2026-02-18,,MsiExec.exe /I{643552A5-9281-4876-AF86-F46FE8DAFD60},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{643552A5-9281-4876-AF86-F46FE8DAFD60}
Microsoft Windows Desktop Runtime - 9.0.16 (x64),72.64.52194,Microsoft Corporation,2026-05-17,,MsiExec.exe /X{68B6EE5D-A526-4492-9481-0132A3479FD0},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{68B6EE5D-A526-4492-9481-0132A3479FD0}
SQL Server 2025 Shared Management Objects,17.0.1000.7,Microsoft Corporation,2026-02-18,,MsiExec.exe /I{6A53D608-E9C7-4FCA-B0D1-E8F69B940E1D},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{6A53D608-E9C7-4FCA-B0D1-E8F69B940E1D}
VS JIT Debugger,17.0.157.0,Microsoft Corporation,2025-10-04,,MsiExec.exe /I{6C1EDC0A-E71D-44D2-821C-213A5CD15498},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{6C1EDC0A-E71D-44D2-821C-213A5CD15498}
Microsoft.NET.Sdk.Android.Manifest-9.0.100 (x64),35.0.78,Microsoft Corporation,2025-10-04,,MsiExec.exe /X{6C7D2654-26BF-4029-809E-2E018404BA4E},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{6C7D2654-26BF-4029-809E-2E018404BA4E}
icecap_collection_x64,17.14.36015,Microsoft Corporation,2025-10-04,,MsiExec.exe /I{6DE9FE72-8A86-45DE-A689-049D43CBBF0B},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{6DE9FE72-8A86-45DE-A689-049D43CBBF0B}
Microsoft Visual Studio Installer,4.3.2029.11392,Microsoft Corporation,2025-10-03,"""C:\Program Files (x86)\Microsoft Visual Studio\Installer""","""C:\Program Files (x86)\Microsoft Visual Studio\Installer\setup.exe"" /uninstall",HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{6F320B93-EE3C-4826-85E0-ADF79F8D4C61}
Microsoft .NET 8.0 Templates 8.0.421 (x64),32.15.51258,Microsoft Corporation,2026-05-17,,MsiExec.exe /I{736D471F-33E1-4EBB-A22D-7C9058C4F135},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{736D471F-33E1-4EBB-A22D-7C9058C4F135}
Python 3.14.2 Development Libraries (64-bit),3.14.2150.0,Python Software Foundation,2026-01-31,,MsiExec.exe /I{78EB2837-5DCC-42E9-913A-91D0775038C6},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{78EB2837-5DCC-42E9-913A-91D0775038C6}
Microsoft .NET Toolset 9.0.314 (x64),36.11.34881,Microsoft Corporation,2026-05-17,,MsiExec.exe /X{79097ED3-DFA0-4C59-9859-C33DF5AF01D3},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{79097ED3-DFA0-4C59-9859-C33DF5AF01D3}
Microsoft Visual C++ 2022 X64 Additional Runtime - 14.51.36231,14.51.36231,Microsoft Corporation,2026-07-25,,MsiExec.exe /I{7AB1994C-7537-46A5-84BE-A3E090AE982C},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{7AB1994C-7537-46A5-84BE-A3E090AE982C}
Microsoft .NET Targeting Pack - 8.0.27 (x64),64.108.52182,Microsoft Corporation,2026-05-17,,MsiExec.exe /X{7B66BA68-A423-48CA-A79D-0EE17B1AB6D8},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{7B66BA68-A423-48CA-A79D-0EE17B1AB6D8}
Microsoft .NET AppHost Pack - 8.0.27 (x64),64.108.52182,Microsoft Corporation,2026-05-17,,MsiExec.exe /X{7D59018F-1710-403C-AC1D-41EB5E0E513D},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{7D59018F-1710-403C-AC1D-41EB5E0E513D}
Microsoft.NET.Workload.Emscripten.net6.Manifest (x64),72.56.52051,Microsoft Corporation,2026-05-17,,MsiExec.exe /X{8337FF28-AE0C-4BD2-97D3-ECDBA41E5C03},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{8337FF28-AE0C-4BD2-97D3-ECDBA41E5C03}
Microsoft SQL Server 2025 Setup (English),17.0.1000.7,Microsoft Corporation,2026-02-18,,MsiExec.exe /X{84D8FCAF-EC0B-4BC6-ACA2-E5E64D3B7880},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{84D8FCAF-EC0B-4BC6-ACA2-E5E64D3B7880}
Microsoft.NET.Sdk.tvOS.Manifest-9.0.100 (x64),26.0.9752,Microsoft Corporation,2026-05-17,,MsiExec.exe /X{86975E52-FB78-4CFF-9D23-E4DEA2F26F8A},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{86975E52-FB78-4CFF-9D23-E4DEA2F26F8A}
Microsoft .NET AppHost Pack - 9.0.16 (x64_arm64),72.64.52183,Microsoft Corporation,2026-05-17,,MsiExec.exe /X{892D91CA-2AF9-498C-95FE-986C443280BB},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{892D91CA-2AF9-498C-95FE-986C443280BB}
Microsoft.NET.Sdk.Maui.Manifest-9.0.100 (x64),9.0.111,Microsoft Corporation,2026-05-17,,MsiExec.exe /X{899DB162-0A4A-407D-BF87-7C6D65F15610},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{899DB162-0A4A-407D-BF87-7C6D65F15610}
Microsoft.NET.Sdk.MacCatalyst.Manifest-9.0.100 (x64),26.0.9752,Microsoft Corporation,2026-05-17,,MsiExec.exe /X{8B045548-527C-4D2A-8A42-44713C3DBA15},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{8B045548-527C-4D2A-8A42-44713C3DBA15}
Node.js,24.16.0,Node.js Foundation,2026-06-02,,MsiExec.exe /I{8E3EF5A2-585E-453B-B16C-B46E05A62DAC},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{8E3EF5A2-585E-453B-B16C-B46E05A62DAC}
Microsoft .NET SDK 9.0.314 (x64) from Visual Studio,9.3.1426.23009,Microsoft Corporation,2026-05-17,,MsiExec.exe /X{8F9E5930-ABBE-4A1A-B748-C4E7429C5821},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{8F9E5930-ABBE-4A1A-B748-C4E7429C5821}
Update for Microsoft Project 2016 (KB4011734) 64-Bit Edition,,Microsoft,,,"""C:\Program Files\Common Files\Microsoft Shared\OFFICE16\Oarpmany.exe"" /removereleaseinpatch ""{90160000-0011-0000-1000-0000000FF1CE}"" ""{010785B8-4713-4C4D-9970-6EFAD1D11A0F}"" ""1033"" ""0""",HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-0011-0000-1000-0000000FF1CE}_Office16.PROPLUS_{010785B8-4713-4C4D-9970-6EFAD1D11A0F}
Security Update for Microsoft Office 2016 (KB3115135) 64-Bit Edition,,Microsoft,,,"""C:\Program Files\Common Files\Microsoft Shared\OFFICE16\Oarpmany.exe"" /removereleaseinpatch ""{90160000-0011-0000-1000-0000000FF1CE}"" ""{02E071E3-BA0C-48C5-8D1E-6701065D1A3E}"" ""1033"" ""0""",HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-0011-0000-1000-0000000FF1CE}_Office16.PROPLUS_{02E071E3-BA0C-48C5-8D1E-6701065D1A3E}
Update for Microsoft Office 2016 (KB4011625) 64-Bit Edition,,Microsoft,,,"""C:\Program Files\Common Files\Microsoft Shared\OFFICE16\Oarpmany.exe"" /removereleaseinpatch ""{90160000-0011-0000-1000-0000000FF1CE}"" ""{124AD787-A838-4ED4-87BD-5C4EEBF63011}"" ""1033"" ""0""",HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-0011-0000-1000-0000000FF1CE}_Office16.PROPLUS_{124AD787-A838-4ED4-87BD-5C4EEBF63011}
Update for Microsoft PowerPoint 2016 (KB4011663) 64-Bit Edition,,Microsoft,,,"""C:\Program Files\Common Files\Microsoft Shared\OFFICE16\Oarpmany.exe"" /removereleaseinpatch ""{90160000-0011-0000-1000-0000000FF1CE}"" ""{15FC266C-EC31-48E2-B89C-8DED4DC3B910}"" ""1033"" ""0""",HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-0011-0000-1000-0000000FF1CE}_Office16.PROPLUS_{15FC266C-EC31-48E2-B89C-8DED4DC3B910}
Update for Microsoft Office 2016 (KB3213650) 64-Bit Edition,,Microsoft,,,"""C:\Program Files\Common Files\Microsoft Shared\OFFICE16\Oarpmany.exe"" /removereleaseinpatch ""{90160000-0011-0000-1000-0000000FF1CE}"" ""{18224882-1EA1-460B-8899-DD7F013C1EC7}"" ""1033"" ""0""",HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-0011-0000-1000-0000000FF1CE}_Office16.PROPLUS_{18224882-1EA1-460B-8899-DD7F013C1EC7}
Update for Microsoft Word 2016 (KB4011681) 64-Bit Edition,,Microsoft,,,"""C:\Program Files\Common Files\Microsoft Shared\OFFICE16\Oarpmany.exe"" /removereleaseinpatch ""{90160000-0011-0000-1000-0000000FF1CE}"" ""{21ECE583-73E9-4D36-BF25-BBBA12790A35}"" ""1033"" ""0""",HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-0011-0000-1000-0000000FF1CE}_Office16.PROPLUS_{21ECE583-73E9-4D36-BF25-BBBA12790A35}
Update for Microsoft Visio 2016 (KB4011661) 64-Bit Edition,,Microsoft,,,"""C:\Program Files\Common Files\Microsoft Shared\OFFICE16\Oarpmany.exe"" /removereleaseinpatch ""{90160000-0011-0000-1000-0000000FF1CE}"" ""{25377288-D71A-411E-A51D-EFB04F53E19F}"" ""1033"" ""0""",HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-0011-0000-1000-0000000FF1CE}_Office16.PROPLUS_{25377288-D71A-411E-A51D-EFB04F53E19F}
Update for Microsoft Office 2016 (KB4011728) 64-Bit Edition,,Microsoft,,,"""C:\Program Files\Common Files\Microsoft Shared\OFFICE16\Oarpmany.exe"" /removereleaseinpatch ""{90160000-0011-0000-1000-0000000FF1CE}"" ""{31064BDD-4281-4005-990D-1ABD6897411E}"" ""1033"" ""0""",HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-0011-0000-1000-0000000FF1CE}_Office16.PROPLUS_{31064BDD-4281-4005-990D-1ABD6897411E}
Update for Microsoft Office 2016 (KB4011259) 64-Bit Edition,,Microsoft,,,"""C:\Program Files\Common Files\Microsoft Shared\OFFICE16\Oarpmany.exe"" /removereleaseinpatch ""{90160000-0011-0000-1000-0000000FF1CE}"" ""{328D548A-FC7C-40E0-A87B-9676C059315B}"" ""1033"" ""0""",HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-0011-0000-1000-0000000FF1CE}_Office16.PROPLUS_{328D548A-FC7C-40E0-A87B-9676C059315B}
Update for Microsoft Office 2016 (KB4018295) 64-Bit Edition,,Microsoft,,,"""C:\Program Files\Common Files\Microsoft Shared\OFFICE16\Oarpmany.exe"" /removereleaseinpatch ""{90160000-0011-0000-1000-0000000FF1CE}"" ""{34CE7F6F-F55C-487F-A89C-AD4D6D412BD3}"" ""1033"" ""0""",HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-0011-0000-1000-0000000FF1CE}_Office16.PROPLUS_{34CE7F6F-F55C-487F-A89C-AD4D6D412BD3}
Update for Microsoft Office 2016 (KB4011729) 64-Bit Edition,,Microsoft,,,"""C:\Program Files\Common Files\Microsoft Shared\OFFICE16\Oarpmany.exe"" /removereleaseinpatch ""{90160000-0011-0000-1000-0000000FF1CE}"" ""{3697C03A-8A49-4622-9854-6FBE7AF537BF}"" ""1033"" ""0""",HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-0011-0000-1000-0000000FF1CE}_Office16.PROPLUS_{3697C03A-8A49-4622-9854-6FBE7AF537BF}
Security Update for Microsoft Office 2016 (KB2920723) 64-Bit Edition,,Microsoft,,,"""C:\Program Files\Common Files\Microsoft Shared\OFFICE16\Oarpmany.exe"" /removereleaseinpatch ""{90160000-0011-0000-1000-0000000FF1CE}"" ""{370B11B2-F876-4EDE-BD13-E323E9AB215F}"" ""1033"" ""0""",HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-0011-0000-1000-0000000FF1CE}_Office16.PROPLUS_{370B11B2-F876-4EDE-BD13-E323E9AB215F}
